job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
409,Business Intelligence Analyst,BrightPath AI,London,Entry,"Business Intelligence Analyst role open at BrightPath AI. Key requirements include ML models, Excel, proficiency in Python, NLP. This is a Entry level position, London based.",2026-04-10,"Excel, Machine Learning, NLP, Python",4
3392,Data Scientist,Skyline Solutions,Delhi Ncr,Senior,"Skyline Solutions is hiring a Data Scientist (Senior level) based in Delhi NCR. Required skills: SQL, Tableau dashboards, Deep Learning, PowerBI, machine-learning. Prior experience with analytics platforms is a plus.",2026-03-04,"Deep Learning, Machine Learning, Power BI, SQL, Tableau",5
165,Bi Developer,Clarity Systems,New York,Lead,"BI Developer role open at Clarity Systems. Key requirements include Machine Learning, PowerBI, Natural Language Processing, LLMs. This is a Lead level position, New York based.",2026-03-10,"Generative AI, Machine Learning, NLP, Power BI",4
3266,Ai Engineer,BrightPath AI,New York,Entry,"Join BrightPath AI as a AI Engineer! We need someone comfortable with python programming, Deep Learning to help us build data-driven products.",2026-05-14,"Deep Learning, Python",2
4831,Data Engineer,Alpha Analytics,Delhi Ncr,Senior,"Alpha Analytics is hiring a Data Engineer (Senior level) based in Delhi NCR. Required skills: ML models, Power BI, Advanced Excel, Generative AI, NLP, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-03-27,"Excel, Generative AI, Machine Learning, NLP, Power BI, Python",6
2039,Analytics Consultant,DataForge,Bengaluru,Entry,"DataForge is hiring a Analytics Consultant (Entry level) based in Bengaluru. Required skills: python programming, Advanced Excel, Power BI, ML models, Amazon Web Services. Prior experience with analytics platforms is a plus.",2026-07-18,"AWS, Excel, Machine Learning, Power BI, Python",5
1970,Business Intelligence Analyst,Quantify Labs,Unspecified,Senior,"We are looking for a Business Intelligence Analyst to join our team in Hyderabad. The ideal candidate has hands-on experience with SQL, Advanced Excel, Machine Learning, Tableau dashboards, Deep Learning, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-06-20,"AWS, Deep Learning, Excel, Machine Learning, SQL, Tableau",6
3509,Business Intelligence Analyst,Quantify Labs,Hyderabad,Senior,"Business Intelligence Analyst role open at Quantify Labs. Key requirements include AWS, Large Language Models. This is a Senior level position, Hyderabad based.",2026-07-14,"AWS, Generative AI",2
4473,Data Engineer,Skyline Solutions,Chennai,Lead,"Data Engineer role open at Skyline Solutions. Key requirements include Machine Learning, PowerBI. This is a Lead level position, Chennai based.",2026-06-01,"Machine Learning, Power BI",2
3571,Data Engineer,Alpha Analytics,Hyderabad,Senior,"Join Alpha Analytics as a Data Engineer! We need someone comfortable with Tableau dashboards, machine-learning, proficiency in Python, SQL, LLMs to help us build data-driven products.",2026-05-04,"Generative AI, Machine Learning, Python, SQL, Tableau",5
1650,Nlp Engineer,Nimbus Data,Hyderabad,Entry,"NLP Engineer role open at Nimbus Data. Key requirements include AWS, ML models, PowerBI, SQL queries. This is a Entry level position, Hyderabad based.",2026-02-04,"AWS, Machine Learning, NLP, Power BI, SQL",5
4133,Bi Developer,Skyline Solutions,Delhi Ncr,Lead,"We are looking for a BI Developer to join our team in Delhi NCR. The ideal candidate has hands-on experience with Large Language Models, Amazon Web Services, SQL queries, PowerBI. You will work closely with cross-functional teams to deliver insights.",2026-04-27,"AWS, Generative AI, Power BI, SQL",4
2427,Analytics Consultant,Nimbus Data,Singapore,Mid,"Join Nimbus Data as a Analytics Consultant! We need someone comfortable with Machine Learning, Power BI dashboards, python programming, deep neural networks, Amazon Web Services, SQL to help us build data-driven products.",2026-03-10,"AWS, Deep Learning, Machine Learning, Power BI, Python, SQL",6
1088,Data Analyst,Alpha Analytics,Singapore,Senior,"Join Alpha Analytics as a Data Analyst! We need someone comfortable with AWS, machine-learning, Excel to help us build data-driven products.",2026-02-27,"AWS, Excel, Machine Learning",3
4337,Ai Engineer,Northstar Tech,Delhi Ncr,Mid,"We are looking for a AI Engineer to join our team in Delhi NCR. The ideal candidate has hands-on experience with MS Excel, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-05-25,"AWS, Excel",2
3771,Ai Engineer,Northstar Tech,Bengaluru,Lead,"AI Engineer role open at Northstar Tech. Key requirements include python programming, NLP, SQL queries, Machine Learning. This is a Lead level position, Bengaluru based.",2026-04-04,"Machine Learning, NLP, Python, SQL",4
3140,Data Scientist,Skyline Solutions,Delhi Ncr,Mid,"Data Scientist role open at Skyline Solutions. Key requirements include Natural Language Processing, Tableau dashboards, Power BI dashboards, Excel, SQL, proficiency in Python. This is a Mid level position, Delhi NCR based.",2026-01-03,"Excel, NLP, Power BI, Python, SQL, Tableau",6
2043,Data Science Manager,Alpha Analytics,Bengaluru,Lead,"Join Alpha Analytics as a Data Science Manager! We need someone comfortable with Power BI, machine-learning, advanced SQL to help us build data-driven products.",2026-01-14,"Machine Learning, Power BI, SQL",3
4207,Data Science Manager,Vertex Insights,Remote,Lead,"Data Science Manager role open at Vertex Insights. Key requirements include python programming, Power BI dashboards, Deep Learning, LLMs, ML models. This is a Lead level position, Remote based.",2026-06-06,"Deep Learning, Generative AI, Machine Learning, Power BI, Python",5
1755,Analytics Consultant,Alpha Analytics,London,Mid,"Join Alpha Analytics as a Analytics Consultant! We need someone comfortable with Tableau, proficiency in Python, AWS, Advanced Excel, deep neural networks to help us build data-driven products.",2026-05-14,"AWS, Deep Learning, Excel, Python, Tableau",5
295,Power Bi Developer,Quantify Labs,New York,Entry,"Join Quantify Labs as a Power BI Developer! We need someone comfortable with Tableau, Machine Learning to help us build data-driven products.",2026-02-25,"Machine Learning, Power BI, Tableau",3
4196,Ai Engineer,DataForge,London,Entry,"DataForge is hiring a AI Engineer (Entry level) based in London. Required skills: machine-learning, Power BI dashboards, python programming, Advanced Excel. Prior experience with analytics platforms is a plus.",2026-01-06,"Excel, Machine Learning, Power BI, Python",4
966,Power Bi Developer,Quantify Labs,Chennai,Lead,"Quantify Labs is hiring a Power BI Developer (Lead level) based in Chennai. Required skills: machine-learning, Natural Language Processing, advanced SQL, Power BI, AWS, Generative AI. Prior experience with analytics platforms is a plus.",2026-02-09,"AWS, Generative AI, Machine Learning, NLP, Power BI, SQL",6
1823,Power Bi Developer,DataForge,Mumbai,Senior,"We are looking for a Power BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with SQL queries, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-03-08,"Power BI, SQL, Tableau",3
1910,Business Intelligence Analyst,Clarity Systems,Pune,Entry,"Join Clarity Systems as a Business Intelligence Analyst! We need someone comfortable with LLMs, SQL, ML models, Advanced Excel to help us build data-driven products.",2026-06-30,"Excel, Generative AI, Machine Learning, SQL",4
2915,Nlp Engineer,Northstar Tech,Chennai,Entry,"Northstar Tech is hiring a NLP Engineer (Entry level) based in Chennai. Required skills: AWS, Excel, Power BI dashboards, SQL queries, machine-learning. Prior experience with analytics platforms is a plus.",2026-06-20,"AWS, Excel, Machine Learning, NLP, Power BI, SQL",6
2861,Data Engineer,Nimbus Data,Delhi Ncr,Not Specified,"Data Engineer role open at Nimbus Data. Key requirements include proficiency in Python, Power BI, deep neural networks. This is a Senior level position, Delhi NCR based.",2026-06-14,"Deep Learning, Power BI, Python",3
4830,Data Engineer,Nimbus Data,Delhi Ncr,Mid,"Exciting opportunity for a Data Engineer at Nimbus Data, Delhi NCR. Must have strong knowledge of Generative AI, T-SQL, Deep Learning, Tableau and a passion for solving business problems.",2026-05-10,"Deep Learning, Generative AI, SQL, Tableau",4
2364,Data Science Manager,Quantify Labs,Singapore,Mid,"Exciting opportunity for a Data Science Manager at Quantify Labs, Singapore. Must have strong knowledge of python programming, Power BI dashboards, Natural Language Processing and a passion for solving business problems.",2026-05-23,"NLP, Power BI, Python",3
529,Machine Learning Engineer,DataForge,London,Mid,"Machine Learning Engineer role open at DataForge. Key requirements include Amazon Web Services, MS Excel, proficiency in Python, Tableau, machine-learning. This is a Mid level position, London based.",2026-07-08,"AWS, Excel, Machine Learning, Python, Tableau",5
3882,Data Engineer,Alpha Analytics,New York,Entry,"Exciting opportunity for a Data Engineer at Alpha Analytics, New York. Must have strong knowledge of Advanced Excel, Amazon Web Services, Python and a passion for solving business problems.",2026-02-05,"AWS, Excel, Python",3
3203,Ai Research Engineer,Skyline Solutions,Delhi Ncr,Lead,"AI Research Engineer role open at Skyline Solutions. Key requirements include T-SQL, Power BI, Amazon Web Services, GenAI. This is a Lead level position, Delhi NCR based.",2026-03-05,"AWS, Generative AI, Power BI, SQL",4
3226,Bi Developer,Quantify Labs,Hyderabad,Mid,"Quantify Labs is hiring a BI Developer (Mid level) based in Hyderabad. Required skills: python programming, Generative AI, Machine Learning, deep neural networks, Advanced Excel. Prior experience with analytics platforms is a plus.",2026-03-28,"Deep Learning, Excel, Generative AI, Machine Learning, Python",5
1969,Data Engineer,Northstar Tech,Singapore,Lead,"We are looking for a Data Engineer to join our team in Singapore. The ideal candidate has hands-on experience with Amazon Web Services, deep neural networks, Excel, Tableau, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-04-27,"AWS, Deep Learning, Excel, Power BI, Tableau",5
2238,Ai Engineer,BluePeak Consulting,Pune,Senior,"We are looking for a AI Engineer to join our team in Pune. The ideal candidate has hands-on experience with PowerBI, SQL, Machine Learning, AWS, Generative AI, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-07-09,"AWS, Generative AI, Machine Learning, NLP, Power BI, SQL",6
28,Machine Learning Engineer,Alpha Analytics,London,Entry,"Alpha Analytics is hiring a Machine Learning Engineer (Entry level) based in London. Required skills: Python, SQL, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-04-14,"Machine Learning, Power BI, Python, SQL",4
4216,Data Scientist,Alpha Analytics,Remote,Lead,"Alpha Analytics is hiring a Data Scientist (Lead level) based in Remote. Required skills: Power BI dashboards, T-SQL. Prior experience with analytics platforms is a plus.",2026-03-02,"Power BI, SQL",2
1674,Ai Research Engineer,Unknown,New York,Lead,"AI Research Engineer role open at BluePeak Consulting. Key requirements include machine-learning, Power BI. This is a Lead level position, New York based.",2026-02-20,"Machine Learning, Power BI",2
275,Data Science Manager,Nimbus Data,Delhi Ncr,Senior,"Nimbus Data is hiring a Data Science Manager (Senior level) based in Delhi NCR. Required skills: AWS, T-SQL, GenAI, PowerBI, NLP, machine-learning. Prior experience with analytics platforms is a plus.",2026-03-18,"AWS, Generative AI, Machine Learning, NLP, Power BI, SQL",6
1073,Business Intelligence Analyst,Vertex Insights,Chennai,Senior,"We are looking for a Business Intelligence Analyst to join our team in Chennai. The ideal candidate has hands-on experience with AWS, proficiency in Python, ML models, Natural Language Processing, MS Excel. You will work closely with cross-functional teams to deliver insights.",2026-04-11,"AWS, Excel, Machine Learning, NLP, Python",5
1075,Machine Learning Engineer,Nimbus Data,Chennai,Lead,"Join Nimbus Data as a Machine Learning Engineer! We need someone comfortable with advanced SQL, Excel, Python to help us build data-driven products.",2026-05-18,"Excel, Machine Learning, Python, SQL",4
3903,Bi Developer,Nimbus Data,Singapore,Mid,"Exciting opportunity for a BI Developer at Nimbus Data, Singapore. Must have strong knowledge of advanced SQL, MS Excel and a passion for solving business problems.",2026-05-26,"Excel, SQL",2
4113,Analytics Consultant,Vertex Insights,New York,Mid,"Vertex Insights is hiring a Analytics Consultant (Mid level) based in New York. Required skills: T-SQL, Machine Learning. Prior experience with analytics platforms is a plus.",2026-03-16,"Machine Learning, SQL",2
4229,Power Bi Developer,BrightPath AI,London,Senior,"Join BrightPath AI as a Power BI Developer! We need someone comfortable with Natural Language Processing, Advanced Excel, GenAI, SQL, Tableau dashboards to help us build data-driven products.",2026-04-03,"Excel, Generative AI, NLP, Power BI, SQL, Tableau",6
3718,Business Intelligence Analyst,BrightPath AI,Remote,Lead,"Exciting opportunity for a Business Intelligence Analyst at BrightPath AI, Remote. Must have strong knowledge of machine-learning, Power BI dashboards and a passion for solving business problems.",2026-03-03,"Machine Learning, Power BI",2
676,Ai Research Engineer,Quantify Labs,Chennai,Mid,"Exciting opportunity for a AI Research Engineer at Quantify Labs, Chennai. Must have strong knowledge of PowerBI, Amazon Web Services and a passion for solving business problems.",2026-06-12,"AWS, Power BI",2
4615,Bi Developer,Quantify Labs,Remote,Mid,"Join Quantify Labs as a BI Developer! We need someone comfortable with deep neural networks, NLP, Power BI to help us build data-driven products.",2026-02-28,"Deep Learning, NLP, Power BI",3
2303,Ai Research Engineer,DataForge,Mumbai,Mid,"AI Research Engineer role open at DataForge. Key requirements include T-SQL, Tableau, PowerBI, ML models, AWS. This is a Mid level position, Mumbai based.",2026-04-03,"AWS, Machine Learning, Power BI, SQL, Tableau",5
3383,Power Bi Developer,Skyline Solutions,Unspecified,Lead,"We are looking for a Power BI Developer to join our team in Delhi NCR. The ideal candidate has hands-on experience with python programming, NLP, machine-learning, SQL queries, Excel. You will work closely with cross-functional teams to deliver insights.",2026-01-25,"Excel, Machine Learning, NLP, Power BI, Python, SQL",6
4504,Business Intelligence Analyst,Nimbus Data,Unspecified,Senior,"Join Nimbus Data as a Business Intelligence Analyst! We need someone comfortable with python programming, MS Excel to help us build data-driven products.",2026-06-07,"Excel, Python",2
1291,Business Intelligence Analyst,Quantify Labs,Singapore,Entry,"Quantify Labs is hiring a Business Intelligence Analyst (Entry level) based in Singapore. Required skills: deep neural networks, Large Language Models, T-SQL, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-03-30,"Deep Learning, Generative AI, Python, SQL",4
3705,Data Analyst,DataForge,London,Lead,"We are looking for a Data Analyst to join our team in London. The ideal candidate has hands-on experience with deep neural networks, proficiency in Python, Amazon Web Services, Advanced Excel, ML models, Generative AI. You will work closely with cross-functional teams to deliver insights.",2026-01-14,"AWS, Deep Learning, Excel, Generative AI, Machine Learning, Python",6
586,Nlp Engineer,Quantify Labs,New York,Lead,"NLP Engineer role open at Quantify Labs. Key requirements include Advanced Excel, NLP. This is a Lead level position, New York based.",2026-04-21,"Excel, NLP",2
838,Data Engineer,Alpha Analytics,London,Entry,"Data Engineer role open at Alpha Analytics. Key requirements include Tableau dashboards, PowerBI, Python. This is a Entry level position, London based.",2026-07-15,"Power BI, Python, Tableau",3
711,Nlp Engineer,DataForge,London,Mid,"NLP Engineer role open at DataForge. Key requirements include machine-learning, advanced SQL. This is a Mid level position, London based.",2026-05-08,"Machine Learning, NLP, SQL",3
4513,Data Scientist,Quantify Labs,Pune,Mid,"Data Scientist role open at Quantify Labs. Key requirements include proficiency in Python, deep neural networks. This is a Mid level position, Pune based.",2026-05-13,"Deep Learning, Python",2
2616,Data Science Manager,Unknown,Pune,Mid,"Exciting opportunity for a Data Science Manager at Alpha Analytics, Pune. Must have strong knowledge of Power BI, Generative AI, Advanced Excel and a passion for solving business problems.",2026-06-10,"Excel, Generative AI, Power BI",3
4408,Data Analyst,Skyline Solutions,Delhi Ncr,Mid,"Skyline Solutions is hiring a Data Analyst (Mid level) based in Delhi NCR. Required skills: SQL queries, Python, Advanced Excel, NLP, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-05-09,"Excel, NLP, Power BI, Python, SQL",5
2966,Bi Developer,Northstar Tech,Pune,Senior,"Join Northstar Tech as a BI Developer! We need someone comfortable with advanced SQL, Power BI dashboards to help us build data-driven products.",2026-03-04,"Power BI, SQL",2
1438,Machine Learning Engineer,Northstar Tech,Bengaluru,Mid,"Join Northstar Tech as a Machine Learning Engineer! We need someone comfortable with Excel, Generative AI, SQL, Tableau, proficiency in Python, Deep Learning to help us build data-driven products.",2026-06-08,"Deep Learning, Excel, Generative AI, Machine Learning, Python, SQL, Tableau",7
2974,Data Science Manager,Northstar Tech,Remote,Mid,"Exciting opportunity for a Data Science Manager at Northstar Tech, Remote. Must have strong knowledge of Power BI, T-SQL, Natural Language Processing, Tableau dashboards, Amazon Web Services, Machine Learning and a passion for solving business problems.",2026-01-03,"AWS, Machine Learning, NLP, Power BI, SQL, Tableau",6
1554,Data Engineer,Alpha Analytics,Chennai,Lead,"Alpha Analytics is hiring a Data Engineer (Lead level) based in Chennai. Required skills: Python, Excel, T-SQL. Prior experience with analytics platforms is a plus.",2026-04-26,"Excel, Python, SQL",3
817,Data Scientist,BluePeak Consulting,Delhi Ncr,Mid,"Join BluePeak Consulting as a Data Scientist! We need someone comfortable with Large Language Models, PowerBI, NLP to help us build data-driven products.",2026-05-07,"Generative AI, NLP, Power BI",3
1244,Bi Developer,BluePeak Consulting,Mumbai,Mid,"BluePeak Consulting is hiring a BI Developer (Mid level) based in Mumbai. Required skills: AWS, Tableau dashboards, MS Excel, NLP, machine-learning, Python. Prior experience with analytics platforms is a plus.",2026-06-19,"AWS, Excel, Machine Learning, NLP, Python, Tableau",6
4681,Data Science Manager,Northstar Tech,Delhi Ncr,Lead,"Exciting opportunity for a Data Science Manager at Northstar Tech, Delhi NCR. Must have strong knowledge of T-SQL, Natural Language Processing, Excel and a passion for solving business problems.",2026-03-23,"Excel, NLP, SQL",3
958,Business Intelligence Analyst,Vertex Insights,Hyderabad,Entry,"Exciting opportunity for a Business Intelligence Analyst at Vertex Insights, Hyderabad. Must have strong knowledge of Natural Language Processing, advanced SQL, Amazon Web Services, proficiency in Python, MS Excel, Power BI and a passion for solving business problems.",2026-06-08,"AWS, Excel, NLP, Power BI, Python, SQL",6
2620,Ai Engineer,Alpha Analytics,Mumbai,Entry,"AI Engineer role open at Alpha Analytics. Key requirements include PowerBI, SQL queries, AWS. This is a Entry level position, Mumbai based.",2026-07-12,"AWS, Power BI, SQL",3
4870,Machine Learning Engineer,Vertex Insights,Chennai,Mid,"Join Vertex Insights as a Machine Learning Engineer! We need someone comfortable with AWS, PowerBI, LLMs to help us build data-driven products.",2026-07-05,"AWS, Generative AI, Machine Learning, Power BI",4
4213,Data Analyst,Nimbus Data,Remote,Lead,"Nimbus Data is hiring a Data Analyst (Lead level) based in Remote. Required skills: Deep Learning, Machine Learning, AWS, T-SQL. Prior experience with analytics platforms is a plus.",2026-05-18,"AWS, Deep Learning, Machine Learning, SQL",4
2679,Data Analyst,BrightPath AI,Hyderabad,Senior,"We are looking for a Data Analyst to join our team in Hyderabad. The ideal candidate has hands-on experience with Power BI dashboards, Python, T-SQL, Deep Learning, Machine Learning. You will work closely with cross-functional teams to deliver insights.",2026-01-15,"Deep Learning, Machine Learning, Power BI, Python, SQL",5
3560,Analytics Consultant,Northstar Tech,Bengaluru,Not Specified,"Join Northstar Tech as a Analytics Consultant! We need someone comfortable with Amazon Web Services, machine-learning, Natural Language Processing, deep neural networks, Tableau to help us build data-driven products.",2026-05-19,"AWS, Deep Learning, Machine Learning, NLP, Tableau",5
2486,Ai Engineer,Nimbus Data,Bengaluru,Senior,"We are looking for a AI Engineer to join our team in Bengaluru. The ideal candidate has hands-on experience with Advanced Excel, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-06-16,"Excel, Tableau",2
3937,Data Scientist,Clarity Systems,Delhi Ncr,Entry,"Clarity Systems is hiring a Data Scientist (Entry level) based in Delhi NCR. Required skills: proficiency in Python, Advanced Excel, SQL queries, PowerBI, Large Language Models, machine-learning. Prior experience with analytics platforms is a plus.",2026-07-03,"Excel, Generative AI, Machine Learning, Power BI, Python, SQL",6
274,Data Analyst,Vertex Insights,Hyderabad,Senior,"Data Analyst role open at Vertex Insights. Key requirements include python programming, T-SQL, Power BI dashboards. This is a Senior level position, Hyderabad based.",2026-01-29,"Power BI, Python, SQL",3
4003,Nlp Engineer,Northstar Tech,London,Entry,"Join Northstar Tech as a NLP Engineer! We need someone comfortable with Power BI, Excel, T-SQL to help us build data-driven products.",2026-01-25,"Excel, NLP, Power BI, SQL",4
1064,Data Science Manager,Vertex Insights,Chennai,Entry,"We are looking for a Data Science Manager to join our team in Chennai. The ideal candidate has hands-on experience with T-SQL, python programming, NLP, machine-learning, deep neural networks, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-04-26,"Deep Learning, Machine Learning, NLP, Python, SQL, Tableau",6
873,Data Scientist,Alpha Analytics,Delhi Ncr,Mid,"Data Scientist role open at Alpha Analytics. Key requirements include SQL queries, Python, Excel, machine-learning, Generative AI. This is a Mid level position, Delhi NCR based.",2026-02-25,"Excel, Generative AI, Machine Learning, Python, SQL",5
3731,Business Intelligence Analyst,Quantify Labs,Pune,Entry,"We are looking for a Business Intelligence Analyst to join our team in Pune. The ideal candidate has hands-on experience with SQL, proficiency in Python, machine-learning, MS Excel, LLMs. You will work closely with cross-functional teams to deliver insights.",2026-04-17,"Excel, Generative AI, Machine Learning, Python, SQL",5
2820,Analytics Consultant,DataForge,Remote,Mid,"Analytics Consultant role open at DataForge. Key requirements include advanced SQL, PowerBI, Machine Learning, Amazon Web Services, Tableau dashboards. This is a Mid level position, Remote based.",2026-03-22,"AWS, Machine Learning, Power BI, SQL, Tableau",5
4858,Business Intelligence Analyst,Nimbus Data,Pune,Senior,"Join Nimbus Data as a Business Intelligence Analyst! We need someone comfortable with Python, advanced SQL, machine-learning, AWS to help us build data-driven products.",2026-04-05,"AWS, Machine Learning, Python, SQL",4
953,Ai Engineer,Nimbus Data,Unspecified,Entry,"AI Engineer role open at Nimbus Data. Key requirements include proficiency in Python, SQL queries. This is a Entry level position, Pune based.",2026-05-07,"Python, SQL",2
160,Nlp Engineer,Skyline Solutions,London,Entry,"We are looking for a NLP Engineer to join our team in London. The ideal candidate has hands-on experience with deep neural networks, Machine Learning, T-SQL, PowerBI, LLMs. You will work closely with cross-functional teams to deliver insights.",2026-04-02,"Deep Learning, Generative AI, Machine Learning, NLP, Power BI, SQL",6
907,Data Science Manager,Alpha Analytics,Bengaluru,Mid,"Join Alpha Analytics as a Data Science Manager! We need someone comfortable with Machine Learning, T-SQL, proficiency in Python, deep neural networks, Tableau dashboards, PowerBI to help us build data-driven products.",2026-06-04,"Deep Learning, Machine Learning, Power BI, Python, SQL, Tableau",6
924,Bi Developer,Alpha Analytics,Chennai,Mid,"We are looking for a BI Developer to join our team in Chennai. The ideal candidate has hands-on experience with Power BI dashboards, advanced SQL, proficiency in Python. You will work closely with cross-functional teams to deliver insights.",2026-07-18,"Power BI, Python, SQL",3
2771,Ai Research Engineer,Alpha Analytics,Bengaluru,Mid,"Exciting opportunity for a AI Research Engineer at Alpha Analytics, Bengaluru. Must have strong knowledge of Natural Language Processing, Power BI and a passion for solving business problems.",2026-05-07,"NLP, Power BI",2
60,Nlp Engineer,Alpha Analytics,Chennai,Mid,"Alpha Analytics is hiring a NLP Engineer (Mid level) based in Chennai. Required skills: Tableau, Machine Learning. Prior experience with analytics platforms is a plus.",2026-02-21,"Machine Learning, NLP, Tableau",3
2923,Analytics Consultant,BluePeak Consulting,Delhi Ncr,Entry,"Analytics Consultant role open at BluePeak Consulting. Key requirements include machine-learning, deep neural networks, python programming. This is a Entry level position, Delhi NCR based.",2026-01-27,"Deep Learning, Machine Learning, Python",3
4797,Power Bi Developer,Skyline Solutions,Bengaluru,Mid,"Skyline Solutions is hiring a Power BI Developer (Mid level) based in Bengaluru. Required skills: ML models, advanced SQL, Natural Language Processing. Prior experience with analytics platforms is a plus.",2026-03-17,"Machine Learning, NLP, Power BI, SQL",4
4958,Data Engineer,Skyline Solutions,Hyderabad,Entry,"Data Engineer role open at Skyline Solutions. Key requirements include deep neural networks, Natural Language Processing. This is a Entry level position, Hyderabad based.",2026-02-12,"Deep Learning, NLP",2
3804,Machine Learning Engineer,Northstar Tech,Pune,Lead,"We are looking for a Machine Learning Engineer to join our team in Pune. The ideal candidate has hands-on experience with advanced SQL, python programming, Power BI, NLP, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-02-26,"Machine Learning, NLP, Power BI, Python, SQL, Tableau",6
1976,Power Bi Developer,Quantify Labs,Mumbai,Lead,"Exciting opportunity for a Power BI Developer at Quantify Labs, Mumbai. Must have strong knowledge of proficiency in Python, Excel, advanced SQL, Natural Language Processing and a passion for solving business problems.",2026-04-26,"Excel, NLP, Power BI, Python, SQL",5
24,Data Scientist,DataForge,London,Entry,"DataForge is hiring a Data Scientist (Entry level) based in London. Required skills: SQL, Python. Prior experience with analytics platforms is a plus.",2026-02-12,"Python, SQL",2
4846,Business Intelligence Analyst,Unknown,Pune,Mid,"BluePeak Consulting is hiring a Business Intelligence Analyst (Mid level) based in Pune. Required skills: Machine Learning, Deep Learning, Tableau, advanced SQL. Prior experience with analytics platforms is a plus.",2026-07-18,"Deep Learning, Machine Learning, SQL, Tableau",4
2626,Data Engineer,Northstar Tech,Hyderabad,Mid,"Exciting opportunity for a Data Engineer at Northstar Tech, Hyderabad. Must have strong knowledge of LLMs, Natural Language Processing, SQL queries, python programming, machine-learning and a passion for solving business problems.",2026-04-16,"Generative AI, Machine Learning, NLP, Python, SQL",5
684,Ai Engineer,Nimbus Data,Mumbai,Entry,"We are looking for a AI Engineer to join our team in Mumbai. The ideal candidate has hands-on experience with Machine Learning, LLMs, Python, Power BI, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-07-13,"Generative AI, Machine Learning, Power BI, Python, Tableau",5
3736,Business Intelligence Analyst,Alpha Analytics,Remote,Senior,"Join Alpha Analytics as a Business Intelligence Analyst! We need someone comfortable with SQL queries, LLMs, MS Excel, Natural Language Processing to help us build data-driven products.",2026-04-06,"Excel, Generative AI, NLP, SQL",4
3064,Bi Developer,Alpha Analytics,Hyderabad,Mid,"Join Alpha Analytics as a BI Developer! We need someone comfortable with Large Language Models, SQL queries, Machine Learning, Python, NLP to help us build data-driven products.",2026-05-06,"Generative AI, Machine Learning, NLP, Python, SQL",5
2395,Bi Developer,Nimbus Data,Bengaluru,Senior,"Exciting opportunity for a BI Developer at Nimbus Data, Bengaluru. Must have strong knowledge of ML models, Tableau dashboards, proficiency in Python, AWS, Natural Language Processing, Excel and a passion for solving business problems.",2026-03-03,"AWS, Excel, Machine Learning, NLP, Python, Tableau",6
4489,Data Science Manager,Clarity Systems,Bengaluru,Lead,"We are looking for a Data Science Manager to join our team in Bengaluru. The ideal candidate has hands-on experience with Natural Language Processing, machine-learning, SQL, AWS, Python. You will work closely with cross-functional teams to deliver insights.",2026-01-06,"AWS, Machine Learning, NLP, Python, SQL",5
3716,Data Science Manager,DataForge,New York,Entry,"Join DataForge as a Data Science Manager! We need someone comfortable with Power BI, T-SQL, Machine Learning, Generative AI, Advanced Excel to help us build data-driven products.",2026-04-07,"Excel, Generative AI, Machine Learning, Power BI, SQL",5
3604,Analytics Consultant,Northstar Tech,Pune,Senior,"Northstar Tech is hiring a Analytics Consultant (Senior level) based in Pune. Required skills: NLP, Tableau. Prior experience with analytics platforms is a plus.",2026-06-28,"NLP, Tableau",2
2141,Data Analyst,Northstar Tech,London,Senior,"Northstar Tech is hiring a Data Analyst (Senior level) based in London. Required skills: AWS, python programming, Power BI dashboards, Advanced Excel, ML models. Prior experience with analytics platforms is a plus.",2026-01-23,"AWS, Excel, Machine Learning, Power BI, Python",5
2057,Business Intelligence Analyst,BluePeak Consulting,Pune,Lead,"Join BluePeak Consulting as a Business Intelligence Analyst! We need someone comfortable with advanced SQL, Machine Learning, Amazon Web Services, python programming, GenAI to help us build data-driven products.",2026-02-17,"AWS, Generative AI, Machine Learning, Python, SQL",5
2703,Power Bi Developer,Vertex Insights,Unspecified,Senior,"Power BI Developer role open at Vertex Insights. Key requirements include SQL, Amazon Web Services, ML models, Advanced Excel, proficiency in Python. This is a Senior level position, Mumbai based.",2026-04-05,"AWS, Excel, Machine Learning, Power BI, Python, SQL",6
229,Ai Research Engineer,Nimbus Data,New York,Mid,"Exciting opportunity for a AI Research Engineer at Nimbus Data, New York. Must have strong knowledge of advanced SQL, ML models, Python, Amazon Web Services, Advanced Excel, PowerBI and a passion for solving business problems.",2026-05-17,"AWS, Excel, Machine Learning, Power BI, Python, SQL",6
